concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label,embedding_similarity,keyword_overlap,suggested_label,reason
Linear congruence,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.5786,0.1667,1,sim=0.579>=0.45 + delta=1<=5
Linear congruence,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,,0.027,0.0,0,Low sim=0.027
Linear congruence,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,,0.1968,0.0,0,No signal: sim=0.197 delta=3 kw=0.000
Linear congruence,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,,0.0794,0.0,0,Low sim=0.079
Linear congruence,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,,0.0738,0.0,0,Low sim=0.074
Linear congruence,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,,0.129,0.0,0,Low sim=0.129
Linear congruence,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,,0.0302,0.0,0,Low sim=0.030
Linear congruence,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,8,1,,-0.0164,0.0,0,Low sim=-0.016
Application of congruence-RSA algorithm,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.0264,0.0,0,Low sim=0.026
Application of congruence-RSA algorithm,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,,0.1624,0.125,0,No signal: sim=0.162 delta=2 kw=0.125
Application of congruence-RSA algorithm,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,,0.0774,0.0909,0,Low sim=0.077
Application of congruence-RSA algorithm,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,,0.1121,0.1111,0,Low sim=0.112
Application of congruence-RSA algorithm,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,,0.0278,0.1429,0,Low sim=0.028
Application of congruence-RSA algorithm,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,,0.1798,0.0,0,No signal: sim=0.180 delta=6 kw=0.000
Application of congruence-RSA algorithm,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,7,1,,0.0321,0.0,0,Low sim=0.032
Dirichlet’s conditions,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.1715,0.0,0,No signal: sim=0.171 delta=1 kw=0.000
Dirichlet’s conditions,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,,0.1507,0.0,0,No signal: sim=0.151 delta=2 kw=0.000
Dirichlet’s conditions,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,,0.1255,0.0,0,Low sim=0.125
Dirichlet’s conditions,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,,0.0011,0.0,0,Low sim=0.001
Dirichlet’s conditions,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,,-0.0091,0.0,0,Low sim=-0.009
Dirichlet’s conditions,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,6,1,,0.1015,0.0,0,Low sim=0.101
Fourier series of periodic,Fourier series of even and odd functions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.7024,0.375,1,High sim=0.702 + delta=1
Fourier series of periodic,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,,0.7343,0.5,1,High sim=0.734 + delta=2
Fourier series of periodic,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,,-0.0031,0.1667,0,Low sim=-0.003
Fourier series of periodic,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,,0.1743,0.0,0,No signal: sim=0.174 delta=4 kw=0.000
Fourier series of periodic,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,5,1,,-0.0189,0.0,0,Low sim=-0.019
Fourier series of even and odd functions,Complex form of Fourier Series,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.6314,0.3333,1,High sim=0.631 + delta=1
Fourier series of even and odd functions,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,,-0.005,0.1111,0,Low sim=-0.005
Fourier series of even and odd functions,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,,0.1755,0.0,0,No signal: sim=0.176 delta=3 kw=0.000
Fourier series of even and odd functions,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,4,1,,0.0454,0.0,0,Low sim=0.045
Complex form of Fourier Series,Lines of regression,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.0088,0.1429,0,Low sim=0.009
Complex form of Fourier Series,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,,0.2589,0.0,1,Adjacent topics: delta=2 + sim=0.259
Complex form of Fourier Series,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,3,1,,0.0211,0.0,0,Low sim=0.021
Lines of regression,Moment generating function,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.0172,0.0,0,Low sim=0.017
Lines of regression,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,2,1,,0.0828,0.0,0,Low sim=0.083
Moment generating function,Raw moments,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2113111,Mathematics for Computer Engineering,1,1,,0.4099,0.0,1,Adjacent topics: delta=1 + sim=0.410
RE in text search and replace,Application of Regular,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,1,1,,0.1369,0.0,0,Low sim=0.137
RE in text search and replace,Languages in Compiler Design,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,2,1,,0.0087,0.1111,0,Low sim=0.009
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,3,1,,0.0547,0.0,0,Low sim=0.055
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,4,1,,0.0344,0.0833,0,Low sim=0.034
RE in text search and replace,Minimization of DFA,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,5,1,,0.056,0.0,0,Low sim=0.056
Application of Regular,Languages in Compiler Design,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,1,1,,0.127,0.0,0,Low sim=0.127
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,2,1,,0.2048,0.0,1,Adjacent topics: delta=2 + sim=0.205
Application of Regular,Equivalence between NFA with and ϵ- transitions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,3,1,,0.1411,0.0,0,Low sim=0.141
Application of Regular,Minimization of DFA,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,4,1,,0.289,0.2,0,No signal: sim=0.289 delta=4 kw=0.200
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,1,1,,0.2147,0.0,1,Adjacent topics: delta=1 + sim=0.215
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,2,1,,0.1073,0.0,0,Low sim=0.107
Languages in Compiler Design,Minimization of DFA,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,3,1,,0.146,0.0,0,Low sim=0.146
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,1,1,,0.5904,0.0909,1,sim=0.590>=0.45 + delta=1<=5
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,2,1,,0.5158,0.0,1,sim=0.516>=0.45 + delta=2<=5
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114111,Computational,1,1,,0.4193,0.0,1,Adjacent topics: delta=1 + sim=0.419
Relationship (EER) Model,"Generalization, Specialization and Aggregation",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.1203,0.0,0,Low sim=0.120
Relationship (EER) Model,"Introduction to the Relational Model, relational",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.5185,0.1429,1,sim=0.518>=0.45 + delta=2<=5
Relationship (EER) Model,"EER Model to the Relational Model, Relational",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,3,1,,0.8421,0.3333,1,High sim=0.842 + delta=3
Relationship (EER) Model,"Overview of SQL, Data Definition Commands",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,4,1,,0.1176,0.0,0,Low sim=0.118
Relationship (EER) Model,"Integrity constraints: key constraints, Domain",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,5,1,,0.2034,0.0,0,No signal: sim=0.203 delta=5 kw=0.000
Relationship (EER) Model,"Triggers, Introduction to Pl/SQL Block Structure",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,6,1,,0.1301,0.0,0,Low sim=0.130
Relationship (EER) Model,"Pitfalls in relational database designs, Concept",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,7,1,,0.3273,0.0,1,Foundational kw + sim=0.327 + delta=7
Relationship (EER) Model,"Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,8,1,,0.0581,0.0,0,Low sim=0.058
Relationship (EER) Model,"Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,9,1,,0.1208,0.0,0,Low sim=0.121
"Generalization, Specialization and Aggregation","Introduction to the Relational Model, relational",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.2568,0.0,1,Adjacent topics: delta=1 + sim=0.257
"Generalization, Specialization and Aggregation","EER Model to the Relational Model, Relational",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.2326,0.0,1,Adjacent topics: delta=2 + sim=0.233
"Generalization, Specialization and Aggregation","Overview of SQL, Data Definition Commands",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,3,1,,0.2145,0.0,0,No signal: sim=0.214 delta=3 kw=0.000
"Generalization, Specialization and Aggregation","Integrity constraints: key constraints, Domain",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,4,1,,0.2391,0.0,0,No signal: sim=0.239 delta=4 kw=0.000
"Generalization, Specialization and Aggregation","Triggers, Introduction to Pl/SQL Block Structure",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,5,1,,0.2173,0.0,0,No signal: sim=0.217 delta=5 kw=0.000
"Generalization, Specialization and Aggregation","Pitfalls in relational database designs, Concept",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,6,1,,0.2946,0.0,0,No signal: sim=0.295 delta=6 kw=0.000
"Generalization, Specialization and Aggregation","Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,7,1,,0.2549,0.0,0,No signal: sim=0.255 delta=7 kw=0.000
"Generalization, Specialization and Aggregation","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,8,1,,0.2213,0.0,0,No signal: sim=0.221 delta=8 kw=0.000
"Introduction to the Relational Model, relational","EER Model to the Relational Model, Relational",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.723,0.6667,1,High sim=0.723 + delta=1
"Introduction to the Relational Model, relational","Overview of SQL, Data Definition Commands",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.2286,0.0,1,Adjacent topics: delta=2 + sim=0.229
"Introduction to the Relational Model, relational","Integrity constraints: key constraints, Domain",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,3,1,,0.3045,0.0,1,Foundational kw + sim=0.305 + delta=3
"Introduction to the Relational Model, relational","Triggers, Introduction to Pl/SQL Block Structure",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,4,1,,0.2218,0.2,0,No signal: sim=0.222 delta=4 kw=0.200
"Introduction to the Relational Model, relational","Pitfalls in relational database designs, Concept",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,5,1,,0.5666,0.1,1,sim=0.567>=0.45 + delta=5<=5
"Introduction to the Relational Model, relational","Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,6,1,,0.1168,0.0,0,Low sim=0.117
"Introduction to the Relational Model, relational","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,7,1,,0.2594,0.1111,1,Foundational kw + sim=0.259 + delta=7
"EER Model to the Relational Model, Relational","Overview of SQL, Data Definition Commands",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.2588,0.0,1,Foundational kw + sim=0.259 + delta=1
"EER Model to the Relational Model, Relational","Integrity constraints: key constraints, Domain",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.2939,0.0,1,Foundational kw + sim=0.294 + delta=2
"EER Model to the Relational Model, Relational","Triggers, Introduction to Pl/SQL Block Structure",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,3,1,,0.235,0.0909,0,No signal: sim=0.235 delta=3 kw=0.091
"EER Model to the Relational Model, Relational","Pitfalls in relational database designs, Concept",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,4,1,,0.5219,0.1,1,sim=0.522>=0.45 + delta=4<=5
"EER Model to the Relational Model, Relational","Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,5,1,,0.1145,0.0,0,Low sim=0.115
"EER Model to the Relational Model, Relational","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,6,1,,0.217,0.0,0,No signal: sim=0.217 delta=6 kw=0.000
"Overview of SQL, Data Definition Commands","Integrity constraints: key constraints, Domain",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.2471,0.0,1,Adjacent topics: delta=1 + sim=0.247
"Overview of SQL, Data Definition Commands","Triggers, Introduction to Pl/SQL Block Structure",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.5056,0.0833,1,sim=0.506>=0.45 + delta=2<=5
"Overview of SQL, Data Definition Commands","Pitfalls in relational database designs, Concept",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,3,1,,0.3288,0.0,1,Foundational kw + sim=0.329 + delta=3
"Overview of SQL, Data Definition Commands","Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,4,1,,0.1166,0.0,0,Low sim=0.117
"Overview of SQL, Data Definition Commands","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,5,1,,0.2886,0.1,1,Foundational kw + sim=0.289 + delta=5
"Integrity constraints: key constraints, Domain","Triggers, Introduction to Pl/SQL Block Structure",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.3377,0.0,1,Adjacent topics: delta=1 + sim=0.338
"Integrity constraints: key constraints, Domain","Pitfalls in relational database designs, Concept",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.3556,0.0,1,Adjacent topics: delta=2 + sim=0.356
"Integrity constraints: key constraints, Domain","Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,3,1,,0.3471,0.0,0,No signal: sim=0.347 delta=3 kw=0.000
"Integrity constraints: key constraints, Domain","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,4,1,,0.1594,0.0,0,No signal: sim=0.159 delta=4 kw=0.000
"Triggers, Introduction to Pl/SQL Block Structure","Pitfalls in relational database designs, Concept",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.397,0.0,1,Foundational kw + sim=0.397 + delta=1
"Triggers, Introduction to Pl/SQL Block Structure","Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.2327,0.0,1,Adjacent topics: delta=2 + sim=0.233
"Triggers, Introduction to Pl/SQL Block Structure","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,3,1,,0.2646,0.0909,1,Foundational kw + sim=0.265 + delta=3
"Pitfalls in relational database designs, Concept","Concurrent Executions, Serializability",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.1842,0.0,0,No signal: sim=0.184 delta=1 kw=0.000
"Pitfalls in relational database designs, Concept","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,2,1,,0.3498,0.1,1,Foundational kw + sim=0.350 + delta=2
"Concurrent Executions, Serializability","Cloud Database, Introduction of Distributed",6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2114112,Database Management System,1,1,,0.2068,0.0,1,Adjacent topics: delta=1 + sim=0.207
Digital frequency meter,Voltage sensor,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,1,1,,0.2968,0.0,1,Adjacent topics: delta=1 + sim=0.297
Digital frequency meter,Verification of Truth Table of Logic Gates,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,2,1,,0.0523,0.0,0,Low sim=0.052
Digital frequency meter,Constructing Flip-Flops Using All NAND Gates,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,3,1,,0.0047,0.0,0,Low sim=0.005
Digital frequency meter,BJT and FET characteristics & analysis,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,4,1,,0.0326,0.0,0,Low sim=0.033
Digital frequency meter,Design of adjustable Voltage regulator based on LM317,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,5,1,,0.0574,0.0,0,Low sim=0.057
Voltage sensor,Verification of Truth Table of Logic Gates,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,1,1,,0.0091,0.0,0,Low sim=0.009
Voltage sensor,Constructing Flip-Flops Using All NAND Gates,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,2,1,,-0.0471,0.0,0,Low sim=-0.047
Voltage sensor,BJT and FET characteristics & analysis,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,3,1,,0.0314,0.0,0,Low sim=0.031
Voltage sensor,Design of adjustable Voltage regulator based on LM317,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,4,1,,0.2547,0.1111,0,No signal: sim=0.255 delta=4 kw=0.111
Verification of Truth Table of Logic Gates,Constructing Flip-Flops Using All NAND Gates,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,1,1,,0.5003,0.0833,1,sim=0.500>=0.45 + delta=1<=5
Verification of Truth Table of Logic Gates,BJT and FET characteristics & analysis,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,2,1,,0.126,0.0,0,Low sim=0.126
Verification of Truth Table of Logic Gates,Design of adjustable Voltage regulator based on LM317,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,3,1,,-0.002,0.0769,0,Low sim=-0.002
Constructing Flip-Flops Using All NAND Gates,BJT and FET characteristics & analysis,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,1,1,,0.1096,0.0,0,Low sim=0.110
Constructing Flip-Flops Using All NAND Gates,Design of adjustable Voltage regulator based on LM317,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,2,1,,-0.0476,0.0,0,Low sim=-0.048
BJT and FET characteristics & analysis,Design of adjustable Voltage regulator based on LM317,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2223114,Measurements and Measuring Instruments,1,1,,0.0694,0.0,0,Low sim=0.069
Modes of operation of silicon-controlled rectifier,Two transistor Analogy,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,1,1,,0.1195,0.0,0,Low sim=0.119
Modes of operation of silicon-controlled rectifier,Thyristors voltage & current rating,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,2,1,,0.2258,0.0,1,Adjacent topics: delta=2 + sim=0.226
Modes of operation of silicon-controlled rectifier,Firing circuits (R,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,3,1,,0.0915,0.0,0,Low sim=0.091
Modes of operation of silicon-controlled rectifier,Protection circuit of SCR,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,4,1,,0.1751,0.1111,0,No signal: sim=0.175 delta=4 kw=0.111
Two transistor Analogy,Thyristors voltage & current rating,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,1,1,,0.0594,0.0,0,Low sim=0.059
Two transistor Analogy,Firing circuits (R,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,2,1,,0.2559,0.0,1,Adjacent topics: delta=2 + sim=0.256
Two transistor Analogy,Protection circuit of SCR,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,3,1,,0.165,0.0,0,No signal: sim=0.165 delta=3 kw=0.000
Thyristors voltage & current rating,Firing circuits (R,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,1,1,,0.1232,0.0,0,Low sim=0.123
Thyristors voltage & current rating,Protection circuit of SCR,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,2,1,,0.3415,0.0,1,Adjacent topics: delta=2 + sim=0.342
Firing circuits (R,Protection circuit of SCR,6.29-N-B.E.-Electrical-Engineering-Sem-III-IV.pdf,2224113,Power Electronics Devices and Circuits,1,1,,0.3098,0.0,1,Adjacent topics: delta=1 + sim=0.310
Inverse Laplace transform using Convolution theorem,Applications to solve initial and boundary value problems,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.1166,0.0,0,Low sim=0.117
Inverse Laplace transform using Convolution theorem,Parseval’s Identity (without proof) Fourier series of periodic,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,2,1,,0.1698,0.0,0,No signal: sim=0.170 delta=2 kw=0.000
Inverse Laplace transform using Convolution theorem,Fourier series of even and odd functions (simple functions,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,3,1,,0.1159,0.0,0,Low sim=0.116
Inverse Laplace transform using Convolution theorem,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,4,1,,0.081,0.0,0,Low sim=0.081
Inverse Laplace transform using Convolution theorem,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,5,1,,0.307,0.0,0,No signal: sim=0.307 delta=5 kw=0.000
Inverse Laplace transform using Convolution theorem,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,6,1,,0.0815,0.0,0,Low sim=0.082
Inverse Laplace transform using Convolution theorem,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,7,1,,-0.0279,0.0,0,Low sim=-0.028
Inverse Laplace transform using Convolution theorem,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,8,1,,0.0016,0.0,0,Low sim=0.002
Applications to solve initial and boundary value problems,Parseval’s Identity (without proof) Fourier series of periodic,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied Mathematics Thinking-I,1,1,,0.0387,0.0,0,Low sim=0.039
