concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label,bucket
Application of congruence-RSA algorithm,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,2,1,,it_training
Application of congruence-RSA algorithm,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,3,1,,it_training
Application of congruence-RSA algorithm,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,4,1,,it_training
Application of congruence-RSA algorithm,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,5,1,,it_training
Application of congruence-RSA algorithm,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,6,1,,it_training
Application of congruence-RSA algorithm,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,7,1,,it_training
Dirichlet’s conditions,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,1,1,,it_training
Dirichlet’s conditions,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,2,1,,it_training
Dirichlet’s conditions,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,3,1,,it_training
Dirichlet’s conditions,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,4,1,,it_training
Dirichlet’s conditions,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,5,1,,it_training
Dirichlet’s conditions,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,6,1,,it_training
Fourier series of periodic,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,1,1,,it_training
Fourier series of periodic,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,2,1,,it_training
Fourier series of periodic,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,3,1,,it_training
Fourier series of periodic,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,4,1,,it_training
Fourier series of periodic,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,5,1,,it_training
Fourier series of even and odd functions,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,1,1,,it_training
Fourier series of even and odd functions,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,2,1,,it_training
Fourier series of even and odd functions,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,3,1,,it_training
Fourier series of even and odd functions,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,4,1,,it_training
Complex form of Fourier Series,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,1,1,,it_training
Complex form of Fourier Series,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,2,1,,it_training
Complex form of Fourier Series,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,3,1,,it_training
Lines of regression,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,1,1,,it_training
Lines of regression,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,2,1,,it_training
Moment generating function,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173111,Mathematics for Computer Engineering,1,1,,it_training
Propositional and Predicate Logic,Determining risk,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,1,1,,it_training
Propositional and Predicate Logic,Taxes and tax brackets,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,2,1,,it_training
Propositional and Predicate Logic,Vending machines,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,3,1,,it_training
Propositional and Predicate Logic,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,4,1,,it_training
Determining risk,Taxes and tax brackets,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,1,1,,it_training
Determining risk,Vending machines,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,2,1,,it_training
Determining risk,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,3,1,,it_training
Taxes and tax brackets,Vending machines,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,1,1,,it_training
Taxes and tax brackets,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,2,1,,it_training
Vending machines,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2173112,Discrete Structures and Graph Theory,1,1,,it_training
Regular operations,Arden's theorem,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Regular operations,Decision properties of RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
Regular operations,Pumping lemma for RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,3,1,,it_training
Regular operations,RE in text search and replace,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,4,1,,it_training
Regular operations,Application of Regular,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,5,1,,it_training
Regular operations,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,6,1,,it_training
Regular operations,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,7,1,,it_training
Regular operations,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,8,1,,it_training
Regular operations,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,9,1,,it_training
Arden's theorem,Decision properties of RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Arden's theorem,Pumping lemma for RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
Arden's theorem,RE in text search and replace,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,3,1,,it_training
Arden's theorem,Application of Regular,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,4,1,,it_training
Arden's theorem,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,5,1,,it_training
Arden's theorem,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,6,1,,it_training
Arden's theorem,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,7,1,,it_training
Arden's theorem,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,8,1,,it_training
Decision properties of RLs,Pumping lemma for RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Decision properties of RLs,RE in text search and replace,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
Decision properties of RLs,Application of Regular,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,3,1,,it_training
Decision properties of RLs,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,4,1,,it_training
Decision properties of RLs,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,5,1,,it_training
Decision properties of RLs,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,6,1,,it_training
Decision properties of RLs,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,7,1,,it_training
Pumping lemma for RLs,RE in text search and replace,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Pumping lemma for RLs,Application of Regular,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
Pumping lemma for RLs,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,3,1,,it_training
Pumping lemma for RLs,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,4,1,,it_training
Pumping lemma for RLs,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,5,1,,it_training
Pumping lemma for RLs,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,6,1,,it_training
RE in text search and replace,Application of Regular,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
RE in text search and replace,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,3,1,,it_training
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,4,1,,it_training
RE in text search and replace,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,5,1,,it_training
Application of Regular,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
Application of Regular,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,3,1,,it_training
Application of Regular,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,4,1,,it_training
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
Languages in Compiler Design,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,3,1,,it_training
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,2,1,,it_training
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174111,Computational,1,1,,it_training
Relationship (EER) Model,"Generalization, Specialization and Aggregation",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
Relationship (EER) Model,"Introduction to the Relational Model, relational",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
Relationship (EER) Model,"EER Model to the Relational Model, Relational",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,3,1,,it_training
Relationship (EER) Model,"Overview of SQL, Data Definition Commands",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,4,1,,it_training
Relationship (EER) Model,"Integrity constraints: key constraints, Domain",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,5,1,,it_training
Relationship (EER) Model,"Triggers, Introduction to Pl/SQL Block Structure",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,6,1,,it_training
Relationship (EER) Model,"Pitfalls in relational database designs, Concept",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,7,1,,it_training
Relationship (EER) Model,"Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,8,1,,it_training
Relationship (EER) Model,"Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,9,1,,it_training
"Generalization, Specialization and Aggregation","Introduction to the Relational Model, relational",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
"Generalization, Specialization and Aggregation","EER Model to the Relational Model, Relational",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
"Generalization, Specialization and Aggregation","Overview of SQL, Data Definition Commands",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,3,1,,it_training
"Generalization, Specialization and Aggregation","Integrity constraints: key constraints, Domain",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,4,1,,it_training
"Generalization, Specialization and Aggregation","Triggers, Introduction to Pl/SQL Block Structure",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,5,1,,it_training
"Generalization, Specialization and Aggregation","Pitfalls in relational database designs, Concept",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,6,1,,it_training
"Generalization, Specialization and Aggregation","Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,7,1,,it_training
"Generalization, Specialization and Aggregation","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,8,1,,it_training
"Introduction to the Relational Model, relational","EER Model to the Relational Model, Relational",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
"Introduction to the Relational Model, relational","Overview of SQL, Data Definition Commands",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
"Introduction to the Relational Model, relational","Integrity constraints: key constraints, Domain",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,3,1,,it_training
"Introduction to the Relational Model, relational","Triggers, Introduction to Pl/SQL Block Structure",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,4,1,,it_training
"Introduction to the Relational Model, relational","Pitfalls in relational database designs, Concept",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,5,1,,it_training
"Introduction to the Relational Model, relational","Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,6,1,,it_training
"Introduction to the Relational Model, relational","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,7,1,,it_training
"EER Model to the Relational Model, Relational","Overview of SQL, Data Definition Commands",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
"EER Model to the Relational Model, Relational","Integrity constraints: key constraints, Domain",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
"EER Model to the Relational Model, Relational","Triggers, Introduction to Pl/SQL Block Structure",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,3,1,,it_training
"EER Model to the Relational Model, Relational","Pitfalls in relational database designs, Concept",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,4,1,,it_training
"EER Model to the Relational Model, Relational","Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,5,1,,it_training
"EER Model to the Relational Model, Relational","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,6,1,,it_training
"Overview of SQL, Data Definition Commands","Integrity constraints: key constraints, Domain",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
"Overview of SQL, Data Definition Commands","Triggers, Introduction to Pl/SQL Block Structure",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
"Overview of SQL, Data Definition Commands","Pitfalls in relational database designs, Concept",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,3,1,,it_training
"Overview of SQL, Data Definition Commands","Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,4,1,,it_training
"Overview of SQL, Data Definition Commands","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,5,1,,it_training
"Integrity constraints: key constraints, Domain","Triggers, Introduction to Pl/SQL Block Structure",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
"Integrity constraints: key constraints, Domain","Pitfalls in relational database designs, Concept",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
"Integrity constraints: key constraints, Domain","Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,3,1,,it_training
"Integrity constraints: key constraints, Domain","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,4,1,,it_training
"Triggers, Introduction to Pl/SQL Block Structure","Pitfalls in relational database designs, Concept",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
"Triggers, Introduction to Pl/SQL Block Structure","Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
"Triggers, Introduction to Pl/SQL Block Structure","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,3,1,,it_training
"Pitfalls in relational database designs, Concept","Concurrent Executions, Serializability",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
"Pitfalls in relational database designs, Concept","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,2,1,,it_training
"Concurrent Executions, Serializability","Cloud Database, Introduction of Distributed",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174112,Database Management System,1,1,,it_training
Special-purpose,Open-source and Proprietary Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,1,1,,it_training
Special-purpose,Fundamentals of Distributed Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,2,1,,it_training
Special-purpose,Network Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,3,1,,it_training
Special-purpose,Real-Time,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,4,1,,it_training
Special-purpose,Mobile Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,5,1,,it_training
Special-purpose,Special-purpose Operating Systems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,6,1,,it_training
Open-source and Proprietary Operating System,Fundamentals of Distributed Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,1,1,,it_training
Open-source and Proprietary Operating System,Network Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,2,1,,it_training
Open-source and Proprietary Operating System,Real-Time,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,3,1,,it_training
Open-source and Proprietary Operating System,Mobile Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,4,1,,it_training
Open-source and Proprietary Operating System,Special-purpose Operating Systems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,5,1,,it_training
Fundamentals of Distributed Operating System,Network Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,1,1,,it_training
Fundamentals of Distributed Operating System,Real-Time,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,2,1,,it_training
Fundamentals of Distributed Operating System,Mobile Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,3,1,,it_training
Fundamentals of Distributed Operating System,Special-purpose Operating Systems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,4,1,,it_training
Network Operating System,Real-Time,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,1,1,,it_training
Network Operating System,Mobile Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,2,1,,it_training
Network Operating System,Special-purpose Operating Systems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,3,1,,it_training
Real-Time,Mobile Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,1,1,,it_training
Real-Time,Special-purpose Operating Systems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,2,1,,it_training
Mobile Operating System,Special-purpose Operating Systems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2174113,Operating System,1,1,,it_training
Cayley-Hamilton,Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,1,1,,it_training
Cayley-Hamilton,Similarity of matrices,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,2,1,,it_training
Cayley-Hamilton,Quadratic forms,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,3,1,,it_training
Cayley-Hamilton,Linear and Non-Linear Programming Problems,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,4,1,,it_training
Cayley-Hamilton,Types of solutions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,5,1,,it_training
Cayley-Hamilton,Standard and Canonical of LPP,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,6,1,,it_training
Cayley-Hamilton,Basic and Feasible solutions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,7,1,,it_training
Cayley-Hamilton,Simplex method,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,8,1,,it_training
Cayley-Hamilton,Artificial variables,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,9,1,,it_training
Cayley-Hamilton,Kuhn-Tucker conditions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,10,1,,it_training
Cayley-Hamilton,Introduction to Congruence,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,11,1,,it_training
Cayley-Hamilton,Linear congruence,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,12,1,,it_training
Cayley-Hamilton,Application of congruence-RSA algorithm,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,13,1,,it_training
Cayley-Hamilton,Dirichlet’s conditions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,14,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Similarity of matrices,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,1,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Quadratic forms,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,2,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear and Non-Linear Programming Problems,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,3,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Types of solutions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,4,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Standard and Canonical of LPP,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,5,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Basic and Feasible solutions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,6,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Simplex method,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,7,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Artificial variables,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,8,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Kuhn-Tucker conditions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,9,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Introduction to Congruence,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,10,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear congruence,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,11,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Application of congruence-RSA algorithm,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,12,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Dirichlet’s conditions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,13,1,,it_training
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Fourier series of periodic,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,14,1,,it_training
Similarity of matrices,Quadratic forms,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,1,1,,it_training
Similarity of matrices,Linear and Non-Linear Programming Problems,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2483111,Mathematics for Computer Engineering,2,1,,it_training
