concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match
that adapt to different screen sizes and devices using media queries,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
that adapt to different screen sizes and devices using media queries,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
that adapt to different screen sizes and devices using media queries,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
that adapt to different screen sizes and devices using media queries,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
that adapt to different screen sizes and devices using media queries,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
that adapt to different screen sizes and devices using media queries,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
that adapt to different screen sizes and devices using media queries,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
flexible layouts,and mobile-first design principles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
flexible layouts,Image Handling & Forms: Understand image roles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
flexible layouts,adding images to,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
flexible layouts,web pages,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
flexible layouts,using images as links,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
flexible layouts,and handling user input through various,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
flexible layouts,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
flexible layouts,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
flexible layouts,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
flexible layouts,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
flexible layouts,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
flexible layouts,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
flexible layouts,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
flexible layouts,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
and mobile-first design principles,Image Handling & Forms: Understand image roles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
and mobile-first design principles,adding images to,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
and mobile-first design principles,web pages,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
and mobile-first design principles,using images as links,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
and mobile-first design principles,and handling user input through various,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
and mobile-first design principles,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
and mobile-first design principles,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
and mobile-first design principles,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
and mobile-first design principles,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
and mobile-first design principles,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
and mobile-first design principles,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
and mobile-first design principles,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
and mobile-first design principles,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
and mobile-first design principles,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
Image Handling & Forms: Understand image roles,adding images to,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
Image Handling & Forms: Understand image roles,web pages,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
Image Handling & Forms: Understand image roles,using images as links,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
Image Handling & Forms: Understand image roles,and handling user input through various,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
Image Handling & Forms: Understand image roles,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
Image Handling & Forms: Understand image roles,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
Image Handling & Forms: Understand image roles,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
Image Handling & Forms: Understand image roles,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
Image Handling & Forms: Understand image roles,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
Image Handling & Forms: Understand image roles,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
Image Handling & Forms: Understand image roles,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
Image Handling & Forms: Understand image roles,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
Image Handling & Forms: Understand image roles,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
Image Handling & Forms: Understand image roles,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
adding images to,web pages,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
adding images to,using images as links,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
adding images to,and handling user input through various,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
adding images to,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
adding images to,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
adding images to,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
adding images to,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
adding images to,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
adding images to,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
adding images to,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
adding images to,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
adding images to,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
adding images to,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
adding images to,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
web pages,using images as links,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
web pages,and handling user input through various,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
web pages,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
web pages,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
web pages,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
web pages,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
web pages,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
web pages,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
web pages,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
web pages,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
web pages,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
web pages,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
web pages,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
web pages,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
using images as links,and handling user input through various,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
using images as links,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
using images as links,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
using images as links,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
using images as links,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
using images as links,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
using images as links,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
using images as links,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
using images as links,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
using images as links,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
using images as links,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
using images as links,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
using images as links,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
using images as links,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
and handling user input through various,form elements (text fields,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
and handling user input through various,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
and handling user input through various,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
and handling user input through various,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
and handling user input through various,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
and handling user input through various,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
and handling user input through various,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
and handling user input through various,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
and handling user input through various,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
and handling user input through various,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
and handling user input through various,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
and handling user input through various,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
and handling user input through various,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
and handling user input through various,Starter dependencies,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
form elements (text fields,radio buttons,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
form elements (text fields,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
form elements (text fields,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
form elements (text fields,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
form elements (text fields,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
form elements (text fields,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
form elements (text fields,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
form elements (text fields,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
form elements (text fields,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
form elements (text fields,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
form elements (text fields,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
form elements (text fields,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
form elements (text fields,Starter dependencies,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
form elements (text fields,embedded server,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
radio buttons,CSS3 Fundamentals: Explore CSS syntax,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
radio buttons,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
radio buttons,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
radio buttons,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
radio buttons,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
radio buttons,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
radio buttons,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
radio buttons,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
radio buttons,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
radio buttons,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
radio buttons,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
radio buttons,Starter dependencies,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
radio buttons,embedded server,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
radio buttons,Spring Initializr,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
CSS3 Fundamentals: Explore CSS syntax,text formatting,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
CSS3 Fundamentals: Explore CSS syntax,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
CSS3 Fundamentals: Explore CSS syntax,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
CSS3 Fundamentals: Explore CSS syntax,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
CSS3 Fundamentals: Explore CSS syntax,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
CSS3 Fundamentals: Explore CSS syntax,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
CSS3 Fundamentals: Explore CSS syntax,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
CSS3 Fundamentals: Explore CSS syntax,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
CSS3 Fundamentals: Explore CSS syntax,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
CSS3 Fundamentals: Explore CSS syntax,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
CSS3 Fundamentals: Explore CSS syntax,Starter dependencies,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
CSS3 Fundamentals: Explore CSS syntax,embedded server,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
CSS3 Fundamentals: Explore CSS syntax,Spring Initializr,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
CSS3 Fundamentals: Explore CSS syntax,Project structure overview: pom.xml,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
text formatting,and advanced features like CSS Grid,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
text formatting,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
text formatting,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
text formatting,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
text formatting,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
text formatting,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
text formatting,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
text formatting,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
text formatting,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
text formatting,Starter dependencies,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
text formatting,embedded server,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
text formatting,Spring Initializr,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
text formatting,Project structure overview: pom.xml,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
text formatting,application. Properties,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
and advanced features like CSS Grid,Bootstrap Introduction & Components: Get started with Bootstrap,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
and advanced features like CSS Grid,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
and advanced features like CSS Grid,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
and advanced features like CSS Grid,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
and advanced features like CSS Grid,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
and advanced features like CSS Grid,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
and advanced features like CSS Grid,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
and advanced features like CSS Grid,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
and advanced features like CSS Grid,Starter dependencies,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
and advanced features like CSS Grid,embedded server,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
and advanced features like CSS Grid,Spring Initializr,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
and advanced features like CSS Grid,Project structure overview: pom.xml,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
and advanced features like CSS Grid,application. Properties,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
and advanced features like CSS Grid,Running your first Spring Boot application,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
Bootstrap Introduction & Components: Get started with Bootstrap,utilizing grid systems and essential components like headers,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
Bootstrap Introduction & Components: Get started with Bootstrap,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
Bootstrap Introduction & Components: Get started with Bootstrap,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
Bootstrap Introduction & Components: Get started with Bootstrap,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
Bootstrap Introduction & Components: Get started with Bootstrap,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,5,1
Bootstrap Introduction & Components: Get started with Bootstrap,Back-end development with Java Spring Boot introduction- What is Spring Framework? Why Spring Boot?,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,6,1
Bootstrap Introduction & Components: Get started with Bootstrap,Features of Spring Boot: Auto-configuration,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,7,1
Bootstrap Introduction & Components: Get started with Bootstrap,Starter dependencies,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,8,1
Bootstrap Introduction & Components: Get started with Bootstrap,embedded server,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,9,1
Bootstrap Introduction & Components: Get started with Bootstrap,Spring Initializr,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,10,1
Bootstrap Introduction & Components: Get started with Bootstrap,Project structure overview: pom.xml,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,11,1
Bootstrap Introduction & Components: Get started with Bootstrap,application. Properties,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,12,1
Bootstrap Introduction & Components: Get started with Bootstrap,Running your first Spring Boot application,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,13,1
Bootstrap Introduction & Components: Get started with Bootstrap,RESTful API development- What is REST? REST vs. SOAP,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,14,1
utilizing grid systems and essential components like headers,and navigation bars.React.js basics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,1,1
utilizing grid systems and essential components like headers,Fetch API,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,2,1
utilizing grid systems and essential components like headers,Axios for API calls,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,3,1
utilizing grid systems and essential components like headers,Version Control with Git,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343611,Mini-Project - Full,4,1
