concept_a,concept_b,source_syllabus,order_delta,label,reason,domain_match,Course_Code,course_name,embedding_similarity,keyword_overlap
Introduction to Congruence,Lines of regression,6.41N-A-I-AI-DS-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.0511,0.0
Introduction to Congruence,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0546,0.0
Introduction to Congruence,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.0832,0.0
Linear congruence,Application of congruence-RSA algorithm,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,1,sim=0.579>=0.55 + delta=1<=5,1.0,,,0.5786,0.1667
Linear congruence,Dirichlet’s conditions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.027,0.0
Linear congruence,Fourier series of periodic,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1968,0.0
Linear congruence,Fourier series of even and odd functions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0794,0.0
Linear congruence,Complex form of Fourier Series,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0738,0.0
Linear congruence,Lines of regression,6.41N-A-I-AI-DS-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.129,0.0
Linear congruence,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.0302,0.0
Linear congruence,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,-0.0164,0.0
Application of congruence-RSA algorithm,Dirichlet’s conditions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0264,0.0
Application of congruence-RSA algorithm,Fourier series of periodic,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1624,0.125
Application of congruence-RSA algorithm,Fourier series of even and odd functions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0774,0.0909
Application of congruence-RSA algorithm,Complex form of Fourier Series,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1121,0.1111
Application of congruence-RSA algorithm,Lines of regression,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0278,0.1429
Application of congruence-RSA algorithm,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1798,0.0
Application of congruence-RSA algorithm,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.0321,0.0
Dirichlet’s conditions,Fourier series of periodic,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1715,0.0
Dirichlet’s conditions,Fourier series of even and odd functions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1507,0.0
Dirichlet’s conditions,Complex form of Fourier Series,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1255,0.0
Dirichlet’s conditions,Lines of regression,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0011,0.0
Dirichlet’s conditions,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,-0.0091,0.0
Dirichlet’s conditions,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1015,0.0
Fourier series of periodic,Fourier series of even and odd functions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,1,High sim=0.702 + delta=1,1.0,,,0.7024,0.375
Fourier series of periodic,Complex form of Fourier Series,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,1,High sim=0.734 + delta=2,1.0,,,0.7343,0.5
Fourier series of periodic,Lines of regression,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,-0.0031,0.1667
Fourier series of periodic,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1743,0.0
Fourier series of periodic,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,-0.0189,0.0
Fourier series of even and odd functions,Complex form of Fourier Series,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,1,High sim=0.631 + delta=1,1.0,,,0.6314,0.3333
Fourier series of even and odd functions,Lines of regression,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,-0.005,0.1111
Fourier series of even and odd functions,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1755,0.0
Fourier series of even and odd functions,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0454,0.0
Complex form of Fourier Series,Lines of regression,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0088,0.1429
Complex form of Fourier Series,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2589,0.0
Complex form of Fourier Series,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0211,0.0
Lines of regression,Moment generating function,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0172,0.0
Lines of regression,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0828,0.0
Moment generating function,Raw moments,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.410,1.0,,,0.4099,0.0
Regular operations,Arden's theorem,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2053,0.0
Regular operations,Decision properties of RLs,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1942,0.0
Regular operations,Pumping lemma,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1283,0.0
Regular operations,RE in text search and replace,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.178,0.0
Regular operations,Application of Regular,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,1,High sim=0.687 + delta=5,1.0,,,0.6872,0.25
Regular operations,Languages in Compiler Design,6.41N-A-I-AI-DS-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.2045,0.0
Regular operations,Nondeterministic Finite Automata (NFA): Definitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.2046,0.0
Regular operations,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0974,0.0
Regular operations,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.2333,0.0
Arden's theorem,Decision properties of RLs,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0956,0.0
Arden's theorem,Pumping lemma,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.311,1.0,,,0.3108,0.0
Arden's theorem,RE in text search and replace,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0297,0.0
Arden's theorem,Application of Regular,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.2475,0.0
Arden's theorem,Languages in Compiler Design,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0519,0.0
Arden's theorem,Nondeterministic Finite Automata (NFA): Definitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.074,0.0
Arden's theorem,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.1255,0.0
Arden's theorem,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0896,0.0
Decision properties of RLs,Pumping lemma,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0197,0.0
Decision properties of RLs,RE in text search and replace,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.032,0.0
Decision properties of RLs,Application of Regular,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1588,0.1667
Decision properties of RLs,Languages in Compiler Design,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1739,0.0
Decision properties of RLs,Nondeterministic Finite Automata (NFA): Definitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.2488,0.0
Decision properties of RLs,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1531,0.0
Decision properties of RLs,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.1913,0.1667
Pumping lemma,RE in text search and replace,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1683,0.0
Pumping lemma,Application of Regular,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2143,0.0
Pumping lemma,Languages in Compiler Design,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.2239,0.0
Pumping lemma,Nondeterministic Finite Automata (NFA): Definitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1155,0.0
Pumping lemma,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1623,0.0
Pumping lemma,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1527,0.0
RE in text search and replace,Application of Regular,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1369,0.0
RE in text search and replace,Languages in Compiler Design,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0087,0.1111
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0547,0.0
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0344,0.0833
RE in text search and replace,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.056,0.0
Application of Regular,Languages in Compiler Design,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.127,0.0
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2048,0.0
Application of Regular,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1411,0.0
Application of Regular,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.289,0.2
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2147,0.0
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1073,0.0
Languages in Compiler Design,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.146,0.0
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,1,sim=0.590>=0.55 + delta=1<=5,1.0,,,0.5904,0.0909
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.516,1.0,,,0.5158,0.0
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.419,1.0,,,0.4193,0.0
Propositional and Predicate Logic,Determining risk,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0908,0.0
Propositional and Predicate Logic,Taxes and tax brackets,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1498,0.1429
Propositional and Predicate Logic,Vending machines,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1332,0.0
Propositional and Predicate Logic,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.0888,0.0
Determining risk,Taxes and tax brackets,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0822,0.0
Determining risk,Vending machines,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0863,0.0
Determining risk,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,-0.0421,0.0
Taxes and tax brackets,Vending machines,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0465,0.0
Taxes and tax brackets,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.115,0.0
Vending machines,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2789,0.0
Regular operations,Pumping lemma for RLs,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1179,0.0
Arden's theorem,Pumping lemma for RLs,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2223,0.0
Decision properties of RLs,Pumping lemma for RLs,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.502,1.0,,,0.5024,0.1429
Pumping lemma for RLs,RE in text search and replace,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1502,0.0
Pumping lemma for RLs,Application of Regular,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1671,0.0
Pumping lemma for RLs,Languages in Compiler Design,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.258,0.0
Pumping lemma for RLs,Nondeterministic Finite Automata (NFA): Definitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1616,0.0
Pumping lemma for RLs,Equivalence between NFA with and ϵ- transitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1734,0.0
Pumping lemma for RLs,Minimization of DFA,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1472,0.0
Relationship (EER) Model,"Generalization, Specialization and Aggregation",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1203,0.0
Relationship (EER) Model,"Introduction to the Relational Model, relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Foundational kw in A + sim=0.518 + delta=2,1.0,,,0.5185,0.1429
Relationship (EER) Model,"EER Model to the Relational Model, Relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,1,High sim=0.842 + delta=3,1.0,,,0.8421,0.3333
Relationship (EER) Model,"Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1176,0.0
Relationship (EER) Model,"Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.2034,0.0
Relationship (EER) Model,"Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1301,0.0
Relationship (EER) Model,"Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.3273,0.0
Relationship (EER) Model,"Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0581,0.0
Relationship (EER) Model,"Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,9,0,Insufficient signal,1.0,,,0.1208,0.0
"Generalization, Specialization and Aggregation","Introduction to the Relational Model, relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2568,0.0
"Generalization, Specialization and Aggregation","EER Model to the Relational Model, Relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2326,0.0
"Generalization, Specialization and Aggregation","Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.2145,0.0
"Generalization, Specialization and Aggregation","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.2391,0.0
"Generalization, Specialization and Aggregation","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.2173,0.0
"Generalization, Specialization and Aggregation","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.2946,0.0
"Generalization, Specialization and Aggregation","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.2549,0.0
"Generalization, Specialization and Aggregation","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.2213,0.0
"Introduction to the Relational Model, relational","EER Model to the Relational Model, Relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,High sim=0.723 + delta=1,1.0,,,0.723,0.6667
"Introduction to the Relational Model, relational","Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2286,0.0
"Introduction to the Relational Model, relational","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.3045,0.0
"Introduction to the Relational Model, relational","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.2218,0.2
"Introduction to the Relational Model, relational","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,1,sim=0.567>=0.55 + delta=5<=5,1.0,,,0.5666,0.1
"Introduction to the Relational Model, relational","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.1168,0.0
"Introduction to the Relational Model, relational","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.2594,0.1111
"EER Model to the Relational Model, Relational","Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2588,0.0
"EER Model to the Relational Model, Relational","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2939,0.0
"EER Model to the Relational Model, Relational","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.235,0.0909
"EER Model to the Relational Model, Relational","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,1,Foundational kw in A + sim=0.522 + delta=4,1.0,,,0.5219,0.1
"EER Model to the Relational Model, Relational","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1145,0.0
"EER Model to the Relational Model, Relational","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.217,0.0
"Overview of SQL, Data Definition Commands","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2471,0.0
"Overview of SQL, Data Definition Commands","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Foundational kw in A + sim=0.506 + delta=2,1.0,,,0.5056,0.0833
"Overview of SQL, Data Definition Commands","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.3288,0.0
"Overview of SQL, Data Definition Commands","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1166,0.0
"Overview of SQL, Data Definition Commands","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.2886,0.1
"Integrity constraints: key constraints, Domain","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.338,1.0,,,0.3377,0.0
"Integrity constraints: key constraints, Domain","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.356,1.0,,,0.3556,0.0
"Integrity constraints: key constraints, Domain","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.3471,0.0
"Integrity constraints: key constraints, Domain","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1594,0.0
"Triggers, Introduction to Pl/SQL Block Structure","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,Foundational kw in A + sim=0.397 + delta=1,1.0,,,0.397,0.0
"Triggers, Introduction to Pl/SQL Block Structure","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2327,0.0
"Triggers, Introduction to Pl/SQL Block Structure","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.2646,0.0909
"Pitfalls in relational database designs, Concept","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1842,0.0
"Pitfalls in relational database designs, Concept","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.350,1.0,,,0.3498,0.1
"Concurrent Executions, Serializability","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2068,0.0
Special-purpose,Open-source and Proprietary Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1526,0.0
Special-purpose,Fundamentals of Distributed Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1752,0.0
Special-purpose,Network Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1191,0.0
Special-purpose,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.2769,0.0
Special-purpose,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.1539,0.0
Special-purpose,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,1,Lexical containment + delta=6,1.0,,,0.5603,0.5
Open-source and Proprietary Operating System,Fundamentals of Distributed Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,sim=0.565>=0.55 + delta=1<=5,1.0,,,0.5654,0.2222
Open-source and Proprietary Operating System,Network Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,sim=0.551>=0.55 + delta=2<=5,1.0,,,0.5509,0.2857
Open-source and Proprietary Operating System,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.2827,0.0
Open-source and Proprietary Operating System,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.531,0.2857
Open-source and Proprietary Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,1,High sim=0.681 + delta=5,1.0,,,0.6814,0.1111
Fundamentals of Distributed Operating System,Network Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,High sim=0.647 + delta=1,1.0,,,0.647,0.3333
Fundamentals of Distributed Operating System,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2594,0.0
Fundamentals of Distributed Operating System,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,1,sim=0.551>=0.55 + delta=3<=5,1.0,,,0.5512,0.3333
Fundamentals of Distributed Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,1,High sim=0.674 + delta=4,1.0,,,0.6744,0.125
